anime_id,name,genre,type,episodes,rating,members,combined_features,weighted_features
14833,Maoyuu Maou Yuusha,"['Adventure', 'Demons', 'Fantasy', 'Historical', 'Romance']",TV,12,7.44,164445,"Adventure, Demons, Fantasy, Historical, Romance TV 7.44","Adventure, Demons, Fantasy, Historical, Romance TV Rating:55.35360000000001 Members:164445"
20221,Minami-ke Natsuyasumi,"['Comedy', 'Slice of Life']",OVA,1,7.44,9580,"Comedy, Slice of Life OVA 7.44","Comedy, Slice of Life OVA Rating:55.35360000000001 Members:9580"
3655,Nabari no Ou,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']",TV,26,7.44,107384,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural TV 7.44","Action, Comedy, Drama, Fantasy, Shounen, Supernatural TV Rating:55.35360000000001 Members:107384"
6030,Needless,"['Action', 'Comedy', 'Ecchi', 'Sci-Fi', 'Super Power']",TV,24,7.44,86942,"Action, Comedy, Ecchi, Sci-Fi, Super Power TV 7.44","Action, Comedy, Ecchi, Sci-Fi, Super Power TV Rating:55.35360000000001 Members:86942"
463,One Piece Movie 5: Norowareta Seiken,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",Movie,1,7.44,35357,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power Movie 7.44","Action, Adventure, Comedy, Fantasy, Shounen, Super Power Movie Rating:55.35360000000001 Members:35357"
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Movie,1,7.44,31909,"Action, Adventure, Fantasy, Shounen Movie 7.44","Action, Adventure, Fantasy, Shounen Movie Rating:55.35360000000001 Members:31909"
1094,One Piece: Umi no Heso no Daibouken-hen,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",Special,1,7.44,19649,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power Special 7.44","Action, Adventure, Comedy, Fantasy, Shounen, Super Power Special Rating:55.35360000000001 Members:19649"
238,Rekka no Honoo,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']",TV,42,7.44,35258,"Action, Adventure, Martial Arts, Shounen, Super Power TV 7.44","Action, Adventure, Martial Arts, Shounen, Super Power TV Rating:55.35360000000001 Members:35258"
18041,Rozen Maiden (2013),"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",TV,13,7.44,46117,"Action, Comedy, Drama, Magic, Seinen TV 7.44","Action, Comedy, Drama, Magic, Seinen TV Rating:55.35360000000001 Members:46117"
3256,Soukou Kihei Votoms: Pailsen Files,"['Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,12,7.44,2861,"Mecha, Military, Sci-Fi, Space OVA 7.44","Mecha, Military, Sci-Fi, Space OVA Rating:55.35360000000001 Members:2861"
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",TV,13,7.44,11882,"Action, Drama, Mecha, Military, Sci-Fi TV 7.44","Action, Drama, Mecha, Military, Sci-Fi TV Rating:55.35360000000001 Members:11882"
18277,Strike the Blood,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'School', 'Shounen', 'Supernatural', 'Vampire']",TV,24,7.44,231387,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire TV 7.44","Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire TV Rating:55.35360000000001 Members:231387"
30321,Strike the Blood: Valkyria no Oukoku-hen,"['Action', 'Ecchi', 'Fantasy', 'School', 'Shounen', 'Supernatural', 'Vampire']",OVA,2,7.44,29176,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire OVA 7.44","Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire OVA Rating:55.35360000000001 Members:29176"
33558,Tales of Zestiria the X: Saiyaku no Jidai,"['Action', 'Fantasy']",Special,1,7.44,26647,"Action, Fantasy Special 7.44","Action, Fantasy Special Rating:55.35360000000001 Members:26647"
13333,Tari Tari,"['Music', 'School', 'Slice of Life']",TV,13,7.44,80960,"Music, School, Slice of Life TV 7.44","Music, School, Slice of Life TV Rating:55.35360000000001 Members:80960"
8022,Tegamibachi Gakuen,['Comedy'],Special,25,7.44,6649,Comedy Special 7.44,Comedy Special Rating:55.35360000000001 Members:6649
27,Trinity Blood,"['Action', 'Supernatural', 'Vampire']",TV,24,7.44,113791,"Action, Supernatural, Vampire TV 7.44","Action, Supernatural, Vampire TV Rating:55.35360000000001 Members:113791"
3791,Air Gear Special,"['Shounen', 'Sports']",Special,1,7.43,33597,"Shounen, Sports Special 7.43","Shounen, Sports Special Rating:55.204899999999995 Members:33597"
11266,Ao no Exorcist: Kuro no Iede,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",Special,1,7.43,59755,"Action, Demons, Fantasy, Shounen, Supernatural Special 7.43","Action, Demons, Fantasy, Shounen, Supernatural Special Rating:55.204899999999995 Members:59755"
22433,Break Blade,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",TV,12,7.43,46601,"Action, Fantasy, Mecha, Military, Shounen TV 7.43","Action, Fantasy, Mecha, Military, Shounen TV Rating:55.204899999999995 Members:46601"
485,Damekko Doubutsu,['Comedy'],TV,26,7.43,8024,Comedy TV 7.43,Comedy TV Rating:55.204899999999995 Members:8024
2512,Detective Conan OVA 02: 16 Suspects,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",OVA,1,7.43,8548,"Adventure, Comedy, Mystery, Police, Shounen OVA 7.43","Adventure, Comedy, Mystery, Police, Shounen OVA Rating:55.204899999999995 Members:8548"
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",Movie,1,7.43,1189,"Adventure, Fantasy, Kids, Sci-Fi, Shounen Movie 7.43","Adventure, Fantasy, Kids, Sci-Fi, Shounen Movie Rating:55.204899999999995 Members:1189"
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Movie,1,7.43,1034,"Adventure, Comedy, Fantasy, Kids Movie 7.43","Adventure, Comedy, Fantasy, Kids Movie Rating:55.204899999999995 Members:1034"
6401,ef: A Tale of Melodies. - Prologue,['Music'],Special,1,7.43,13745,Music Special 7.43,Music Special Rating:55.204899999999995 Members:13745
3568,Ganbarist! Shun,"['Comedy', 'Shounen', 'Sports']",TV,30,7.43,1700,"Comedy, Shounen, Sports TV 7.43","Comedy, Shounen, Sports TV Rating:55.204899999999995 Members:1700"
1441,Ginga Tetsudou no Yoru,"['Drama', 'Fantasy', 'Historical', 'Kids', 'Mystery']",Movie,1,7.43,7755,"Drama, Fantasy, Historical, Kids, Mystery Movie 7.43","Drama, Fantasy, Historical, Kids, Mystery Movie Rating:55.204899999999995 Members:7755"
15699,Haiyore! Nyaruko-san W,"['Comedy', 'Parody', 'Sci-Fi']",TV,12,7.43,84442,"Comedy, Parody, Sci-Fi TV 7.43","Comedy, Parody, Sci-Fi TV Rating:55.204899999999995 Members:84442"
30991,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,"['Comedy', 'School', 'Seinen', 'Slice of Life']",OVA,1,7.43,21413,"Comedy, School, Seinen, Slice of Life OVA 7.43","Comedy, School, Seinen, Slice of Life OVA Rating:55.204899999999995 Members:21413"
14753,Hori-san to Miyamura-kun,"['Comedy', 'Romance', 'School', 'Shounen']",OVA,3,7.43,26535,"Comedy, Romance, School, Shounen OVA 7.43","Comedy, Romance, School, Shounen OVA Rating:55.204899999999995 Members:26535"
13469,Hyouka: Motsubeki Mono wa,['Slice of Life'],OVA,1,7.43,68823,Slice of Life OVA 7.43,Slice of Life OVA Rating:55.204899999999995 Members:68823
18295,Kakumeiki Valvrave 2nd Season,"['Action', 'Mecha', 'Space']",TV,12,7.43,57434,"Action, Mecha, Space TV 7.43","Action, Mecha, Space TV Rating:55.204899999999995 Members:57434"
3958,Kannagi,"['Comedy', 'School', 'Shounen', 'Supernatural']",TV,13,7.43,94202,"Comedy, School, Shounen, Supernatural TV 7.43","Comedy, School, Shounen, Supernatural TV Rating:55.204899999999995 Members:94202"
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"['Action', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",OVA,1,7.43,9335,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire OVA 7.43","Action, Fantasy, Shounen, Super Power, Supernatural, Vampire OVA Rating:55.204899999999995 Members:9335"
845,Kiba,"['Adventure', 'Fantasy', 'Shounen']",TV,51,7.43,47651,"Adventure, Fantasy, Shounen TV 7.43","Adventure, Fantasy, Shounen TV Rating:55.204899999999995 Members:47651"
32953,Koi ni Naritai Aquarium,['Music'],Music,1,7.43,1683,Music Music 7.43,Music Music Rating:55.204899999999995 Members:1683
1090,Mobile Suit Gundam I,"['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Movie,1,7.43,12877,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space Movie 7.43","Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space Movie Rating:55.204899999999995 Members:12877"
1722,Nagasarete Airantou,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",TV,26,7.43,52817,"Comedy, Ecchi, Fantasy, Harem, Romance TV 7.43","Comedy, Ecchi, Fantasy, Harem, Romance TV Rating:55.204899999999995 Members:52817"
2472,Naruto: Shippuuden Movie 1,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",Movie,1,7.43,108170,"Action, Adventure, Comedy, Fantasy, Shounen Movie 7.43","Action, Adventure, Comedy, Fantasy, Shounen Movie Rating:55.204899999999995 Members:108170"
4437,Naruto: Shippuuden Movie 2 - Kizuna,"['Action', 'Martial Arts', 'Shounen', 'Supernatural']",Movie,1,7.43,97818,"Action, Martial Arts, Shounen, Supernatural Movie 7.43","Action, Martial Arts, Shounen, Supernatural Movie Rating:55.204899999999995 Members:97818"
1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",Special,1,7.43,17175,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power Special 7.43","Action, Adventure, Comedy, Fantasy, Shounen, Super Power Special Rating:55.204899999999995 Members:17175"
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"['Comedy', 'Seinen', 'Slice of Life']",TV,13,7.43,194791,"Comedy, Seinen, Slice of Life TV 7.43","Comedy, Seinen, Slice of Life TV Rating:55.204899999999995 Members:194791"
2141,Oseam,"['Adventure', 'Drama']",Movie,1,7.43,3648,"Adventure, Drama Movie 7.43","Adventure, Drama Movie Rating:55.204899999999995 Members:3648"
108,Ou Dorobou Jing in Seventh Heaven,"['Adventure', 'Comedy', 'Fantasy', 'Psychological', 'Shounen']",OVA,3,7.43,8561,"Adventure, Comedy, Fantasy, Psychological, Shounen OVA 7.43","Adventure, Comedy, Fantasy, Psychological, Shounen OVA Rating:55.204899999999995 Members:8561"
161,Peace Maker Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,24,7.43,35123,"Action, Comedy, Historical, Samurai, Shounen TV 7.43","Action, Comedy, Historical, Samurai, Shounen TV Rating:55.204899999999995 Members:35123"
527,Pokemon,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,276,7.43,229157,"Action, Adventure, Comedy, Fantasy, Kids TV 7.43","Action, Adventure, Comedy, Fantasy, Kids TV Rating:55.204899999999995 Members:229157"
2182,Robot Carnival,"['Fantasy', 'Sci-Fi']",OVA,1,7.43,7213,"Fantasy, Sci-Fi OVA 7.43","Fantasy, Sci-Fi OVA Rating:55.204899999999995 Members:7213"
13599,Robotics;Notes,"['Drama', 'Mystery', 'School', 'Sci-Fi']",TV,22,7.43,107304,"Drama, Mystery, School, Sci-Fi TV 7.43","Drama, Mystery, School, Sci-Fi TV Rating:55.204899999999995 Members:107304"
4664,Rurouni Kenshin: Special Techniques,"['Action', 'Comedy', 'Samurai']",Special,1,7.43,6677,"Action, Comedy, Samurai Special 7.43","Action, Comedy, Samurai Special Rating:55.204899999999995 Members:6677"
32175,Shounen Maid,"['Comedy', 'Shoujo', 'Slice of Life']",TV,12,7.43,30363,"Comedy, Shoujo, Slice of Life TV 7.43","Comedy, Shoujo, Slice of Life TV Rating:55.204899999999995 Members:30363"
1171,Slayers Excellent,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,3,7.43,13842,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural OVA 7.43","Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural OVA Rating:55.204899999999995 Members:13842"
6381,Strike Witches 2,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",TV,12,7.43,51114,"Action, Ecchi, Magic, Military, Sci-Fi TV 7.43","Action, Ecchi, Magic, Military, Sci-Fi TV Rating:55.204899999999995 Members:51114"
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode","['Comedy', 'Drama', 'Slice of Life']",Special,1,7.44,5533,"Comedy, Drama, Slice of Life Special 7.44","Comedy, Drama, Slice of Life Special Rating:55.35360000000001 Members:5533"
4663,Tekken Chinmi,"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Shounen']",TV,20,7.43,1833,"Action, Adventure, Historical, Martial Arts, Shounen TV 7.43","Action, Adventure, Historical, Martial Arts, Shounen TV Rating:55.204899999999995 Members:1833"
2113,Tenkuu Senki Shurato,"['Action', 'Fantasy', 'Magic', 'Shounen']",TV,38,7.43,4914,"Action, Fantasy, Magic, Shounen TV 7.43","Action, Fantasy, Magic, Shounen TV Rating:55.204899999999995 Members:4914"
3036,Tobe! Isami,"['Action', 'Adventure', 'Comedy', 'Romance', 'Shounen']",TV,50,7.43,854,"Action, Adventure, Comedy, Romance, Shounen TV 7.43","Action, Adventure, Comedy, Romance, Shounen TV Rating:55.204899999999995 Members:854"
25157,Trinity Seven,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Supernatural']",TV,12,7.43,208796,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural TV 7.43","Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural TV Rating:55.204899999999995 Members:208796"
2427,Unico,"['Adventure', 'Fantasy', 'Kids']",Movie,1,7.43,2063,"Adventure, Fantasy, Kids Movie 7.43","Adventure, Fantasy, Kids Movie Rating:55.204899999999995 Members:2063"
7058,Uragiri wa Boku no Namae wo Shitteiru,"['Adventure', 'Drama', 'Fantasy', 'Shoujo', 'Shounen Ai']",TV,24,7.43,55040,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai TV 7.43","Adventure, Drama, Fantasy, Shoujo, Shounen Ai TV Rating:55.204899999999995 Members:55040"
28405,Ansatsu Kyoushitsu (TV): Deai no Jikan,"['Action', 'Comedy', 'School', 'Shounen']",Special,1,7.42,29382,"Action, Comedy, School, Shounen Special 7.42","Action, Comedy, School, Shounen Special Rating:55.0564 Members:29382"
9544,Biohazard: Damnation,"['Action', 'Horror', 'Sci-Fi']",Movie,1,7.42,10737,"Action, Horror, Sci-Fi Movie 7.42","Action, Horror, Sci-Fi Movie Rating:55.0564 Members:10737"
1983,Black Jack: Futari no Kuroi Isha,['Drama'],Movie,1,7.42,2634,Drama Movie 7.42,Drama Movie Rating:55.0564 Members:2634
2756,Cheonnyeon-yeowoo Yeowoobi,"['Drama', 'Fantasy', 'Sci-Fi']",Movie,1,7.42,9045,"Drama, Fantasy, Sci-Fi Movie 7.42","Drama, Fantasy, Sci-Fi Movie Rating:55.0564 Members:9045"
5065,Detroit Metal City: Birth of the Metal Devil,"['Comedy', 'Music', 'Parody', 'Romance']",Special,1,7.42,16101,"Comedy, Music, Parody, Romance Special 7.42","Comedy, Music, Parody, Romance Special Rating:55.0564 Members:16101"
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",TV,24,7.42,12505,"Action, Adventure, Comedy, Fantasy, Shounen TV 7.42","Action, Adventure, Comedy, Fantasy, Shounen TV Rating:55.0564 Members:12505"
332,Dokidoki Densetsu: Mahoujin Guru Guru,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",TV,38,7.42,1625,"Adventure, Comedy, Fantasy, Magic, Shounen TV 7.42","Adventure, Comedy, Fantasy, Magic, Shounen TV Rating:55.0564 Members:1625"
2677,Doraemon Movie 11: Nobita to Animal Planet,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']",Movie,1,7.42,1581,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen Movie 7.42","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen Movie Rating:55.0564 Members:1581"
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"['Adventure', 'Comedy']",Movie,1,7.42,1817,"Adventure, Comedy Movie 7.42","Adventure, Comedy Movie Rating:55.0564 Members:1817"
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Movie,1,7.42,754,"Adventure, Comedy, Fantasy, Kids Movie 7.42","Adventure, Comedy, Fantasy, Kids Movie Rating:55.0564 Members:754"
21681,Hanayamata,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,12,7.42,55536,"Comedy, School, Seinen, Slice of Life TV 7.42","Comedy, School, Seinen, Slice of Life TV Rating:55.0564 Members:55536"
1030,Heisei Tanuki Gassen Ponpoko,['Kids'],Movie,1,7.42,34263,Kids Movie 7.42,Kids Movie Rating:55.0564 Members:34263
31989,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,"['Music', 'School']",Movie,1,7.42,8349,"Music, School Movie 7.42","Music, School Movie Rating:55.0564 Members:8349"
3859,Himitsu: The Revelation,"['Mystery', 'Police', 'Psychological', 'Sci-Fi', 'Shoujo']",TV,26,7.42,11761,"Mystery, Police, Psychological, Sci-Fi, Shoujo TV 7.42","Mystery, Police, Psychological, Sci-Fi, Shoujo TV Rating:55.0564 Members:11761"
10804,Ikoku Meiro no Croisée Special,"['Historical', 'Seinen', 'Slice of Life']",Special,1,7.42,5950,"Historical, Seinen, Slice of Life Special 7.42","Historical, Seinen, Slice of Life Special Rating:55.0564 Members:5950"
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"['Comedy', 'Music', 'Shounen', 'Supernatural']",OVA,1,7.42,57797,"Comedy, Music, Shounen, Supernatural OVA 7.42","Comedy, Music, Shounen, Supernatural OVA Rating:55.0564 Members:57797"
10536,Kimi ni Todoke 2nd Season Specials,"['Comedy', 'Romance', 'Shoujo']",Special,3,7.42,23498,"Comedy, Romance, Shoujo Special 7.42","Comedy, Romance, Shoujo Special Rating:55.0564 Members:23498"
22817,Kindaichi Shounen no Jikenbo Returns,"['Mystery', 'Shounen']",TV,25,7.42,8128,"Mystery, Shounen TV 7.42","Mystery, Shounen TV Rating:55.0564 Members:8128"
17259,Kuroko no Basket: Oshaberi Shiyokka,"['Comedy', 'School', 'Shounen', 'Sports']",Special,1,7.42,23937,"Comedy, School, Shounen, Sports Special 7.42","Comedy, School, Shounen, Sports Special Rating:55.0564 Members:23937"
335,Matantei Loki Ragnarok,"['Comedy', 'Magic', 'Mystery', 'Shounen', 'Supernatural']",TV,26,7.42,25098,"Comedy, Magic, Mystery, Shounen, Supernatural TV 7.42","Comedy, Magic, Mystery, Shounen, Supernatural TV Rating:55.0564 Members:25098"
738,MÄR,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",TV,102,7.42,28968,"Action, Adventure, Comedy, Fantasy, Shounen TV 7.42","Action, Adventure, Comedy, Fantasy, Shounen TV Rating:55.0564 Members:28968"
2294,Mobile Suit Gundam Seed Destiny Special Edition,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,4,7.42,7799,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space Special 7.42","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space Special Rating:55.0564 Members:7799"
443,Onegai☆Teacher: Himitsu na Futari,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",OVA,1,7.42,32134,"Comedy, Ecchi, Romance, Sci-Fi OVA 7.42","Comedy, Ecchi, Romance, Sci-Fi OVA Rating:55.0564 Members:32134"
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","['Comedy', 'Romance', 'School']",OVA,1,7.42,35583,"Comedy, Romance, School OVA 7.42","Comedy, Romance, School OVA Rating:55.0564 Members:35583"
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"['Action', 'Game', 'Mystery', 'Shounen']",TV,25,7.42,29878,"Action, Game, Mystery, Shounen TV 7.42","Action, Game, Mystery, Shounen TV Rating:55.0564 Members:29878"
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"['Action', 'Game', 'Mystery', 'Shounen']",TV,25,7.42,20424,"Action, Game, Mystery, Shounen TV 7.42","Action, Game, Mystery, Shounen TV Rating:55.0564 Members:20424"
1255,Saint Seiya: Shinku no Shounen Densetsu,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",Movie,1,7.42,8849,"Adventure, Fantasy, Sci-Fi, Shounen Movie 7.42","Adventure, Fantasy, Sci-Fi, Shounen Movie Rating:55.0564 Members:8849"
1259,Saint Seiya: Tenkai-hen Josou - Overture,"['Adventure', 'Sci-Fi', 'Shounen']",Movie,1,7.42,11705,"Adventure, Sci-Fi, Shounen Movie 7.42","Adventure, Sci-Fi, Shounen Movie Rating:55.0564 Members:11705"
1381,Seikai no Monshou Special,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,1,7.42,2439,"Action, Military, Romance, Sci-Fi, Space Special 7.42","Action, Military, Romance, Sci-Fi, Space Special Rating:55.0564 Members:2439"
867,Slayers Gorgeous,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Supernatural']",Movie,1,7.42,12755,"Adventure, Comedy, Fantasy, Magic, Supernatural Movie 7.42","Adventure, Comedy, Fantasy, Magic, Supernatural Movie Rating:55.0564 Members:12755"
869,Slayers Return,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",Movie,1,7.42,12909,"Adventure, Comedy, Fantasy, Magic, Shounen Movie 7.42","Adventure, Comedy, Fantasy, Magic, Shounen Movie Rating:55.0564 Members:12909"
2013,Taiho Shichau zo The Movie,"['Action', 'Comedy', 'Drama', 'Police', 'Shounen']",Movie,1,7.42,4029,"Action, Comedy, Drama, Police, Shounen Movie 7.42","Action, Comedy, Drama, Police, Shounen Movie Rating:55.0564 Members:4029"
5141,Taishou Yakyuu Musume.,"['Comedy', 'Historical', 'School', 'Seinen', 'Sports']",TV,12,7.42,12248,"Comedy, Historical, School, Seinen, Sports TV 7.42","Comedy, Historical, School, Seinen, Sports TV Rating:55.0564 Members:12248"
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"['Action', 'Drama', 'Fantasy', 'Horror', 'Martial Arts', 'Mystery', 'School']",TV,12,7.42,21972,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School TV 7.42","Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School TV Rating:55.0564 Members:21972"
3051,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"['Fantasy', 'Music', 'Romance', 'Shoujo']",Movie,1,7.42,2319,"Fantasy, Music, Romance, Shoujo Movie 7.42","Fantasy, Music, Romance, Shoujo Movie Rating:55.0564 Members:2319"
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",Special,1,7.42,51816,"Comedy, Ecchi, Fantasy, Harem, Magic Special 7.42","Comedy, Ecchi, Fantasy, Harem, Magic Special Rating:55.0564 Members:51816"
5525,07-Ghost,"['Action', 'Demons', 'Fantasy', 'Magic', 'Military', 'Shoujo']",TV,25,7.41,126083,"Action, Demons, Fantasy, Magic, Military, Shoujo TV 7.41","Action, Demons, Fantasy, Magic, Military, Shoujo TV Rating:54.908100000000005 Members:126083"
49,Aa! Megami-sama!,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",OVA,5,7.41,34590,"Comedy, Magic, Romance, Seinen, Supernatural OVA 7.41","Comedy, Magic, Romance, Seinen, Supernatural OVA Rating:54.908100000000005 Members:34590"
1292,Afro Samurai,"['Action', 'Adventure', 'Samurai']",TV,5,7.41,135708,"Action, Adventure, Samurai TV 7.41","Action, Adventure, Samurai TV Rating:54.908100000000005 Members:135708"
3549,Allison to Lillia,"['Action', 'Adventure', 'Shounen']",TV,26,7.41,27571,"Action, Adventure, Shounen TV 7.41","Action, Adventure, Shounen TV Rating:54.908100000000005 Members:27571"
5578,Aoyama Goushou Tanpenshuu,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",Special,7,7.41,2177,"Adventure, Comedy, Mystery, Police, Shounen Special 7.41","Adventure, Comedy, Mystery, Police, Shounen Special Rating:54.908100000000005 Members:2177"
3203,Chibi Maruko-chan Movie,"['Comedy', 'School', 'Shoujo']",Movie,1,7.41,980,"Comedy, School, Shoujo Movie 7.41","Comedy, School, Shoujo Movie Rating:54.908100000000005 Members:980"
10638,Denpa Onna to Seishun Otoko Special,"['Comedy', 'Sci-Fi', 'Seinen']",Special,1,7.41,34723,"Comedy, Sci-Fi, Seinen Special 7.41","Comedy, Sci-Fi, Seinen Special Rating:54.908100000000005 Members:34723"
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"['Adventure', 'Fantasy', 'Kids', 'Shounen']",Movie,1,7.41,1240,"Adventure, Fantasy, Kids, Shounen Movie 7.41","Adventure, Fantasy, Kids, Shounen Movie Rating:54.908100000000005 Members:1240"
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Movie,1,7.41,1973,"Adventure, Comedy, Fantasy, Kids Movie 7.41","Adventure, Comedy, Fantasy, Kids Movie Rating:54.908100000000005 Members:1973"
12875,Ginga e Kickoff!!,"['Shounen', 'Sports']",TV,39,7.41,11907,"Shounen, Sports TV 7.41","Shounen, Sports TV Rating:54.908100000000005 Members:11907"
287,Grappler Baki (TV),"['Shounen', 'Sports']",TV,24,7.41,23220,"Shounen, Sports TV 7.41","Shounen, Sports TV Rating:54.908100000000005 Members:23220"
20689,Hamatora The Animation,"['Comedy', 'Mystery', 'Super Power']",TV,12,7.41,133571,"Comedy, Mystery, Super Power TV 7.41","Comedy, Mystery, Super Power TV Rating:54.908100000000005 Members:133571"
27829,Heavy Object,"['Action', 'Mecha', 'Military', 'Sci-Fi']",TV,24,7.41,68382,"Action, Mecha, Military, Sci-Fi TV 7.41","Action, Mecha, Military, Sci-Fi TV Rating:54.908100000000005 Members:68382"
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"['Mecha', 'Sci-Fi', 'Shounen', 'Sports']",TV,13,7.41,6863,"Mecha, Sci-Fi, Shounen, Sports TV 7.41","Mecha, Sci-Fi, Shounen, Sports TV Rating:54.908100000000005 Members:6863"
